Name,API_Name,Memory_GB,vCPUs,Compute_Contract_Price,On_Demand_Cost_Hourly,Hourly_DBUs,GPUs,GPU_Model,GPU_Memory_GB,Physical_Processor,Clock_Speed_GHz,Instance_Storage,Network_Performance,EBS_Optimized_Max_Bandwidth_Mbps,EBS_Optimized_Max_Throughput_128K_Mbps,EBS_As_NVMe,Enhanced_Networking,Linux_Reserved_Cost_Hourly,EBS_Optimized_Surcharge_Hourly,organization_id,activeFrom,activeUntil,isActive,Pipeline_SnapTS,Overwatch_RunID,workspace_name
M6I 16xlarge,m6i.16xlarge,256.0,64,2.03,2.03,12.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,25 Gigabit,20000,2500.0,true,true,2.03,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I 24xlarge,m6i.24xlarge,384.0,96,3.05,3.05,18.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,37.5 Gigabit,30000,3750.0,true,true,3.05,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6I 32xlarge,m6i.32xlarge,512.0,128,4.06,4.06,24.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,40000,5000.0,true,true,4.06,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID Large,m6id.large,8.0,2,0.07,0.07,0.38,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,118 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.07,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID Extra Large,m6id.xlarge,16.0,4,0.15,0.15,0.76,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,237 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.15,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID Double Extra Large,m6id.2xlarge,32.0,8,0.3,0.3,1.52,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,474 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.3,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID Quadruple Extra Large,m6id.4xlarge,64.0,16,0.6,0.6,3.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,950 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.6,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID Eight Extra Large,m6id.8xlarge,128.0,32,1.2,1.2,6.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,1900 GB NVMe SSD,12.5 Gigabit,10000,1250.0,true,true,1.2,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID 12xlarge,m6id.12xlarge,192.0,48,1.79,1.79,9.12,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,2850 GB (2 * 1425 GB NVMe SSD),18.75 Gigabit,15000,1875.0,true,true,1.79,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID 16xlarge,m6id.16xlarge,256.0,64,2.39,2.39,12.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,3800 GB (2 * 1900 GB NVMe SSD),25 Gigabit,20000,2500.0,true,true,2.39,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID 24xlarge,m6id.24xlarge,384.0,96,3.59,3.59,18.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,5700 GB (4 * 1425 GB NVMe SSD),37.5 Gigabit,30000,3750.0,true,true,3.59,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6ID 32xlarge,m6id.32xlarge,512.0,128,4.78,4.78,24.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,7600 GB  (4 * 1900 GB NVMe SSD),50 Gigabit,40000,5000.0,true,true,4.78,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN Large,m6in.large,8.0,2,0.09,0.09,0.38,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 25 Gigabit,25000,3125.0,true,true,0.09,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN Extra Large,m6in.xlarge,16.0,4,0.18,0.18,0.76,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 30 Gigabit,25000,3125.0,true,true,0.18,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN Double Extra Large,m6in.2xlarge,32.0,8,0.35,0.35,1.52,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 40 Gigabit,25000,3125.0,true,true,0.35,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN Quadruple Extra Large,m6in.4xlarge,64.0,16,0.7,0.7,3.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 50 Gigabit,25000,3125.0,true,true,0.7,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN Eight Extra Large,m6in.8xlarge,128.0,32,1.4,1.4,6.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,25000,3125.0,true,true,1.4,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN 12xlarge,m6in.12xlarge,192.0,48,2.11,2.11,9.12,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,75 Gigabit,37500,4687.5,true,true,2.11,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN 16xlarge,m6in.16xlarge,256.0,64,2.81,2.81,12.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,100 Gigabit,50000,6250.0,true,true,2.81,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN 24xlarge,m6in.24xlarge,384.0,96,4.21,4.21,18.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,150 Gigabit,75000,9375.0,true,true,4.21,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IN 32xlarge,m6in.32xlarge,512.0,128,5.61,5.61,24.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,200 Gigabit,100000,12500.0,true,true,5.61,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN Large,m6idn.large,8.0,2,0.1,0.1,0.38,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,118 GB NVMe SSD,Up to 25 Gigabit,25000,3125.0,true,true,0.1,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN Extra Large,m6idn.xlarge,16.0,4,0.2,0.2,0.76,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,237 GB NVMe SSD,Up to 30 Gigabit,25000,3125.0,true,true,0.2,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN Double Extra Large,m6idn.2xlarge,32.0,8,0.4,0.4,1.52,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,474 GB NVMe SSD,Up to 40 Gigabit,25000,3125.0,true,true,0.4,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN Quadruple Extra Large,m6idn.4xlarge,64.0,16,0.8,0.8,3.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,950 GB NVMe SSD,Up to 50 Gigabit,25000,3125.0,true,true,0.8,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN Eight Extra Large,m6idn.8xlarge,128.0,32,1.6,1.6,6.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,1900 GB NVMe SSD,50 Gigabit,25000,3125.0,true,true,1.6,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN 12xlarge,m6idn.12xlarge,192.0,48,2.41,2.41,9.12,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,2850 GB (2 * 1425 GB NVMe SSD),75 Gigabit,37500,4687.5,true,true,2.41,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN 16xlarge,m6idn.16xlarge,256.0,64,3.21,3.21,12.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,3800 GB (2 * 1900 GB NVMe SSD),100 Gigabit,50000,6250.0,true,true,3.21,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN 24xlarge,m6idn.24xlarge,384.0,96,4.81,4.81,18.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,5700 GB (4 * 1425 GB NVMe SSD),150 Gigabit,75000,9375.0,true,true,4.81,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6IDN 32xlarge,m6idn.32xlarge,512.0,128,6.42,6.42,24.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,7600 GB (4 * 1900 GB NVMe SSD),200 Gigabit,100000,12500.0,true,true,6.42,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I Extra Large,c6i.xlarge,8.0,4,0.11,0.11,0.7,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.11,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I Double Extra Large,c6i.2xlarge,16.0,8,0.22,0.22,1.39,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.22,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I Quadruple Extra Large,c6i.4xlarge,32.0,16,0.45,0.45,2.78,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.45,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I Eight Extra Large,c6i.8xlarge,64.0,32,0.9,0.9,5.56,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,10000,1250.0,true,true,0.9,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I 12xlarge,c6i.12xlarge,96.0,48,1.35,1.35,8.34,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,18.75 Gigabit,15000,1875.0,true,true,1.35,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I 16xlarge,c6i.16xlarge,128.0,64,1.8,1.8,11.13,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,25 Gigabit,20000,2500.0,true,true,1.8,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I 24xlarge,c6i.24xlarge,192.0,96,2.7,2.7,16.69,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,37.5 Gigabit,30000,3750.0,true,true,2.7,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6I 32xlarge,c6i.32xlarge,256.0,128,3.6,3.6,22.25,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,40000,5000.0,true,true,3.6,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN Extra Large,c6in.xlarge,8.0,4,0.14,0.14,0.7,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 30 Gigabit,25000,3125.0,true,true,0.14,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN Double Extra Large,c6in.2xlarge,16.0,8,0.29,0.29,1.39,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 40 Gigabit,25000,3125.0,true,true,0.29,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN Quadruple Extra Large,c6in.4xlarge,32.0,16,0.57,0.57,2.78,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 50 Gigabit,25000,3125.0,true,true,0.57,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN Eight Extra Large,c6in.8xlarge,64.0,32,1.14,1.14,5.56,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,25000,3125.0,true,true,1.14,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN 12xlarge,c6in.12xlarge,96.0,48,1.71,1.71,8.34,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,75 Gigabit,37500,4687.5,true,true,1.71,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN 16xlarge,c6in.16xlarge,128.0,64,2.29,2.29,11.13,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,100 Gigabit,50000,6250.0,true,true,2.29,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN 24xlarge,c6in.24xlarge,192.0,96,3.43,3.43,16.69,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,150 Gigabit,75000,9375.0,true,true,3.43,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6IN 32xlarge,c6in.32xlarge,256.0,128,4.57,4.57,22.25,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,200 Gigabit,100000,12500.0,true,true,4.57,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID Extra Large,c6id.xlarge,8.0,4,0.13,0.13,0.7,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,237 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.13,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID Double Extra Large,c6id.2xlarge,16.0,8,0.25,0.25,1.39,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,474 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.25,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID Quadruple Extra Large,c6id.4xlarge,32.0,16,0.51,0.51,2.78,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,950 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.51,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID Eight Extra Large,c6id.8xlarge,64.0,32,1.02,1.02,5.56,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,1900 GB NVMe SSD,12.5 Gigabit,10000,1250.0,true,true,1.02,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID 12xlarge,c6id.12xlarge,96.0,48,1.52,1.52,8.34,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,2850 GB (2 * 1425 GB NVMe SSD),18.75 Gigabit,15000,1875.0,true,true,1.52,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID 16xlarge,c6id.16xlarge,128.0,64,2.03,2.03,11.13,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,3800 GB (2 * 1900 GB NVMe SSD),25 Gigabit,20000,2500.0,true,true,2.03,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID 24xlarge,c6id.24xlarge,192.0,96,3.05,3.05,16.69,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,5700 GB (4 * 1425 GB NVMe SSD),37.5 Gigabit,30000,3750.0,true,true,3.05,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6ID 32xlarge,c6id.32xlarge,256.0,128,4.07,4.07,22.25,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,7600 GB (4 * 1900 GB NVMe SSD),50 Gigabit,40000,5000.0,true,true,4.07,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I Large,r6i.large,16.0,2,0.08,0.08,0.51,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.08,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I Extra Large,r6i.xlarge,32.0,4,0.17,0.17,1.02,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.17,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I Double Extra Large,r6i.2xlarge,64.0,8,0.33,0.33,2.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.33,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I Quadruple Extra Large,r6i.4xlarge,128.0,16,0.67,0.67,4.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 12.5 Gigabit,10000,1250.0,true,true,0.67,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I Eight Extra Large,r6i.8xlarge,256.0,32,1.33,1.33,8.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,12.5 Gigabit,10000,1250.0,true,true,1.33,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I 12xlarge,r6i.12xlarge,384.0,48,2.0,2.0,12.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,18.75 Gigabit,15000,1875.0,true,true,2.0,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I 16xlarge,r6i.16xlarge,512.0,64,2.67,2.67,16.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,25 Gigabit,20000,2500.0,true,true,2.67,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I 24xlarge,r6i.24xlarge,768.0,96,4.0,4.0,24.48,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,37.5 Gigabit,30000,3750.0,true,true,4.0,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6I 32xlarge,r6i.32xlarge,1024.0,128,5.33,5.33,32.64,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,40000,5000.0,true,true,5.33,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID Large,r6id.large,16.0,2,0.1,0.1,0.51,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,118 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.1,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID Extra Large,r6id.xlarge,32.0,4,0.19,0.19,1.02,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,237 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.19,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID Double Extra Large,r6id.2xlarge,64.0,8,0.38,0.38,2.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,474 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.38,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID Quadruple Extra Large,r6id.4xlarge,128.0,16,0.76,0.76,4.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,950 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250.0,true,true,0.76,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID Eight Extra Large,r6id.8xlarge,256.0,32,1.52,1.52,8.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,1900 GB NVMe SSD,12.5 Gigabit,10000,1250.0,true,true,1.52,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID 12xlarge,r6id.12xlarge,384.0,48,2.28,2.28,12.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,2850 GB (2 * 1425 GB NVMe SSD),18.75 Gigabit,15000,1875.0,true,true,2.28,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID 16xlarge,r6id.16xlarge,512.0,64,3.04,3.04,16.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,3800 GB (2 * 1900 GB NVMe SSD),25 Gigabit,20000,2500.0,true,true,3.04,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID 24xlarge,r6id.24xlarge,768.0,96,4.56,4.56,24.48,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,5700 GB (4 * 1425 GB NVMe SSD),37.5 Gigabit,30000,3750.0,true,true,4.56,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6ID 32xlarge,r6id.32xlarge,1024.0,128,6.08,6.08,32.64,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,7600 GB (4 * 1900 GB NVMe SSD),50 Gigabit,40000,5000.0,true,true,6.08,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN Large,r6in.large,16.0,2,0.11,0.11,0.51,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 25 Gigabit,25000,3125.0,true,true,0.11,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN Extra Large,r6in.xlarge,32.0,4,0.22,0.22,1.02,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 30 Gigabit,25000,3125.0,true,true,0.22,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN Double Extra Large,r6in.2xlarge,64.0,8,0.44,0.44,2.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 40 Gigabit,25000,3125.0,true,true,0.44,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN Quadruple Extra Large,r6in.4xlarge,128.0,16,0.88,0.88,4.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,Up to 50 Gigabit,25000,3125.0,true,true,0.88,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN Eight Extra Large,r6in.8xlarge,256.0,32,1.76,1.76,8.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,50 Gigabit,25000,3125.0,true,true,1.76,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN 12xlarge,r6in.12xlarge,384.0,48,2.64,2.64,12.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,75 Gigabit,37500,4687.5,true,true,2.64,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN 16xlarge,r6in.16xlarge,512.0,64,3.51,3.51,16.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,100 Gigabit,50000,6250.0,true,true,3.51,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN 24xlarge,r6in.24xlarge,768.0,96,5.27,5.27,24.48,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,150 Gigabit,75000,9375.0,true,true,5.27,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IN 32xlarge,r6in.32xlarge,1024.0,128,7.03,7.03,32.64,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,EBS only,200 Gigabit,100000,12500.0,true,true,7.03,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN Large,r6idn.large,16.0,2,0.12,0.12,0.51,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,118 GB NVMe SSD,Up to 25 Gigabit,25000,3125.0,true,true,0.12,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
